volunteer_id,home_lat,home_lon,zone,capacity_kg,theta_true,shift_start_h,shift_end_h
V0109,12.926740877040258,77.56525593584465,south,20.0,-0.02897835987253536,20,23
V0110,12.956128627886194,77.61896038583274,west,30.0,0.7593573853559104,20,23
V0111,13.012160521858414,77.64291514000277,west,20.0,-1.1845372844057747,18,26
V0112,13.017161762472659,77.64720964572999,west,20.0,-0.6829925582256058,18,22
V0113,12.928138055703055,77.54430477034374,east,20.0,-0.05903336342928056,20,24
V0114,12.956192206840777,77.66630661250662,west,30.0,-1.164521772812414,18,26
V0115,12.968183830680607,77.52202762617969,east,20.0,0.4178958042193919,18,23
V0116,13.002530214790228,77.64158412578452,west,30.0,0.5080824955181926,19,24
V0117,12.891833730617758,77.62797269572076,suburb,20.0,1.201380006852156,19,24
V0118,12.993229298683577,77.50237760826847,suburb,10.0,0.8326413769431913,17,24
V0119,12.876803839875992,77.58680127341205,suburb,20.0,0.9616429225119121,20,22
V0120,12.972087319400613,77.61483042380245,west,10.0,-0.532124892676741,19,23
V0121,12.988382156104485,77.60914111048835,north,20.0,1.0393388971530795,19,23
V0122,12.929526652728464,77.62847152920679,south,20.0,0.1890825665637626,17,26
V0123,12.968187904095647,77.59442015827399,downtown,20.0,-1.050782358294951,18,24
V0124,12.96580165041467,77.68598166768534,suburb,20.0,-1.6245902762975384,18,24
V0125,12.949017814319054,77.63629477934073,west,50.0,-0.7121287353009844,18,24
V0126,13.007680464738213,77.60595839504381,north,10.0,0.4225149811637016,17,23
V0127,12.98481636227572,77.60591048754337,north,30.0,1.0013963181212058,19,24
V0128,13.061234085007738,77.59734103092345,suburb,30.0,1.6380756179474518,18,24
V0129,12.96918953309071,77.68691647554526,suburb,50.0,-0.612054324583053,19,26
V0130,12.99421177273157,77.53923073632518,east,20.0,0.7117011275983216,19,23
V0131,12.945788193242342,77.6531307840153,west,10.0,0.47263312640168476,18,22
V0132,12.965453244339763,77.55447555866613,east,30.0,1.583196272708563,18,26
V0133,13.024274239606783,77.64935529469041,west,10.0,-0.6747770963695865,18,24
V0134,13.06846559302876,77.59710352837831,suburb,10.0,1.638048933315712,19,22
V0135,13.038936596077809,77.53002087298375,suburb,20.0,-0.6659417579106295,18,22
V0136,12.950779756522248,77.66856485625648,west,30.0,-1.2293660090944625,17,24
V0137,13.00445496654902,77.56041042674507,east,20.0,-0.4760362623753209,19,23
V0138,12.959453393369541,77.5133603753049,suburb,20.0,0.09421707477506232,20,23
V0139,13.041181554069736,77.60020599335593,north,30.0,0.4023078519759191,18,22
V0140,12.89908304513645,77.6523174996593,suburb,30.0,0.4185632182816982,20,23
V0141,12.99908965962612,77.5600533701678,east,50.0,-0.7296636101874296,18,24
V0142,12.905499409969048,77.65906212066696,suburb,20.0,1.1713518631428013,19,24
V0143,13.029748425395002,77.64065498032191,north,50.0,-0.40231353378289675,19,22
V0144,12.969831697938035,77.54949614518537,east,10.0,1.724048171251576,18,24
V0145,12.899301485516963,77.65242588475519,suburb,20.0,2.7430829434940285,19,23
V0146,13.040941494459522,77.56400970400914,north,20.0,0.9268810879136891,18,23
V0147,12.989937621974706,77.62546940955434,west,30.0,-1.3495735461643323,20,23
V0148,12.972273800552781,77.56320403419552,east,30.0,-0.3548049316578246,18,23
V0149,12.902681922713892,77.60882170209749,south,20.0,0.42309142771779107,18,26
